앞글자,뒷글자,빈도
부,습,1
부,싀,1
부,싱,1
부,싴,1
부,썩,8
부,쎗,1
부,안,2
부,알,1
부,압,2
부,앗,2
부,앙,7
부,애,2
부,액,2
부,야,4
부,약,4
부,얘,1
부,억,4
부,얶,1
부,언,12
부,얼,5
부,연,17
부,엽,3
부,영,7
부,옇,2
부,옥,1
부,옹,1
부,와,3
부,왕,2
부,왜,3
부,외,7
부,요,3
부,우,4
부,운,6
부,울,1
부,웅,2
부,월,6
부,육,5
부,윤,2
부,윰,3
부,으,4
부,은,1
부,음,5
부,응,2
부,익,4
부,잇,8
부,잠,1
부,잣,1
부,잰,1
부,접,4
부,졀,3
부,좃,4
부,죄,2
부,준,1
부,줌,1
부,줏,2
부,쥐,1
부,즈,4
부,즉,6
부,직,10
부,집,6
부,짓,1
부,쩍,4
부,쩝,3
부,찌,3
부,찰,4
부,참,1
부,창,3
부,챗,4
부,척,2
부,천,4
부,첨,2
부,첩,2
부,청,3
부,쳇,1
부,쳐,1
부,초,3
부,촌,1
부,쵹,1
부,춛,1
부,측,1
부,츨,1
부,칙,1
부,친,2
부,칠,1
부,칫,1
부,칭,1
부,케,2
부,켜,2
부,코,1
부,쿠,5
부,크,1
부,탁,6
부,태,2
부,텀,1
부,테,3
부,투,1
부,트,3
부,틀,1
부,틴,1
부,팃,1
부,파,5
부,판,5
부,페,1
부,펫,1
부,폄,2
부,평,3
부,퐁,1
부,푸,2
부,푼,1
부,풍,4
부,픈,4
부,플,1
부,픗,4
부,합,5
부,항,6
부,행,1
부,향,1
부,험,1
부,황,4
부,획,3
부,훤,2
부,휴,3
부,흉,1
부,흐,5
부,흠,2
부,희,1
부,히,1
부,백,1
부,균,1
부,탐,1
부,징,3
부,례,1
부,뽐,1
부,한,2
부,톨,1
부,없,1
부,년,1
부,녕,1
부,혼,1
부,롬,1
부,짖,1
부,겁,1
부,뇨,1
부,발,1
부,룸,1
부,돋,1
부,딘,1
부,열,1
부,탈,1
부,텐,1
부,밑,5
부,샘,1
부,쉬,1
부,줄,1
부,브,1
부,흑,1
자,<EOS>,7089
자,제,33
자,식,72
자,유,336
자,산,62
자,와,5
자,부,50
자,꽃,3
자,리,775
자,본,234
자,루,99
자,록,2
자,기,659
자,름,38
자,칼,4
자,반,79
자,로,51
자,동,377
자,르,58
자,락,36
자,미,59
자,전,57
자,니,7
자,밋,1
자,갈,61
자,라,48
자,도,7
자,무,18
자,위,50
자,장,30
자,서,15
자,분,34
자,밤,14
자,행,21
자,주,98
자,줏,8
자,가,89
자,검,6
자,과,7
자,농,2
자,란,14
자,물,27
자,비,52
자,살,28
자,성,82
자,숲,1
자,연,319
자,옴,1
자,움,2
자,작,65
자,졸,1
자,찰,1
자,청,7
자,튀,1
자,풋,1
자,혹,1
자,환,1
자,극,91
자,원,64
자,진,50
자,대,15
자,력,65
자,나,41
자,추,7
자,신,19
자,치,77
자,다,16
자,랑,25
자,증,10
자,하,21
자,막,23
자,일,23
자,재,68
자,인,33
자,알,2
자,직,2
자,편,2
자,웅,23
자,해,8
자,망,20
자,음,45
자,세,27
자,집,6
자,개,38
자,아,37
자,석,57
자,손,39
자,변,11
자,금,106
자,매,34
자,허,6
자,귀,30
자,교,7
자,설,11
자,누,7
자,이,67
자,질,26
자,론,20
자,지,54
자,소,21
자,궁,85
자,래,12
자,격,36
자,의,30
자,보,9
자,약,15
자,읽,3
자,별,7
자,등,4
자,불,25
자,균,4
자,충,11
자,수,70
자,급,19
자,감,9
자,문,23
자,량,16
자,시,20
자,모,38
자,못,2
자,회,8
자,존,17
자,백,14
자,염,7
자,국,49
자,율,28
자,오,43
자,곡,7
자,계,27
자,관,18
자,외,29
자,자,34
자,고,22
자,중,10
자,학,12
자,흑,2
자,렬,4
자,밀,1
자,종,5
자,크,10
자,풀,7
자,법,12
자,절,5
자,내,7
자,헌,5
자,볼,3
자,심,8
자,단,13
자,촉,5
자,턱,1
자,낫,1
자,용,6
자,점,3
자,정,11
자,구,35
자,발,33
자,쵸,1
자,흐,6
자,베,8
자,게,2
자,빠,11
자,레,1
자,렛,1
자,스,14
자,프,3
자,압,2
자,바,21
자,판,7
자,색,26
자,현,5
자,련,5
자,싸,1
자,각,18
자,배,17
자,년,2
자,공,8
자,영,10
자,새,11
자,낭,11
자,사,15
자,적,17
자,근,20
자,빗,2
자,속,14
자,곱,2
자,죽,8
자,욱,14
자,녀,7
자,엽,13
자,층,1
자,간,11
자,방,25
자,예,7
자,체,36
자,화,45
자,놀,4
자,잇,2
자,채,10
자,총,9
자,꾸,6
자,률,7
자,은,6
자,특,1
자,강,13
자,피,5
자,괴,8
자,빈,2
자,박,25
자,족,16
자,활,8
자,돔,3
자,갯,2
자,료,44
자,요,4
자,커,2
자,조,13
자,운,11
자,춘,1
자,취,17
자,키,9
자,임,5
자,그,36
자,칭,7
자,없,1
자,생,26
자,혜,6
자,군,6
자,야,10
자,히,5
자,마,12
자,택,6
자,천,7
자,축,11
자,텔,1
자,포,14
자,권,1
자,저,4
자,철,8
자,육,3
자,창,5
자,규,2
자,닐,1
자,돈,2
자,온,2
자,푼,1
자,협,3
자,두,14
자,봉,8
자,탕,2
자,복,3
자,네,6
자,병,2
자,선,40
자,랭,2
자,파,12
자,꼬,5
자,어,5
자,실,8
자,잎,3
자,릿,32
자,걸,1
자,람,5
자,랍,2
자,차,16
자,칸,1
자,덩,1
자,득,9
자,처,7
자,통,4
자,투,5
자,맥,6
자,멱,2
자,윗,1
자,침,9
자,명,13
자,효,5
자,항,3
자,건,4
자,결,11
자,날,1
자,형,27
자,틀,2
자,최,4
자,노,1
자,벌,17
자,호,11
자,빡,6
자,상,15
자,승,21
자,패,2
자,굴,6
자,안,4
자,흡,2
자,빌,1
자,홍,3
자,드,25
자,립,23
자,룻,1
자,우,18
자,탄,8
자,머,2
자,밥,1
자,좌,7
자,춤,10
자,후,4
자,술,5
자,뜨,2
자,벽,4
자,한,5
자,브,6
자,숭,1
자,애,13
자,필,8
자,른,1
자,출,2
자,초,11
자,삼,5
자,폰,1
자,표,4
자,씨,8
자,좡,1
자,들,3
자,꼴,1
자,려,5
자,깃,2
자,츠,1
자,버,3
자,타,5
자,핵,20
자,린,5
자,경,11
자,짢,1
자,코,7
자,왜,3
자,돌,1
자,맷,1
자,멍,1
자,글,17
자,꿍,6
자,낙,2
자,향,1
자,끈,17
자,딸,3
자,접,2
자,값,3
자,메,4
자,쇄,1
자,폐,13
자,광,4
자,례,1
자,궐,1
자,겸,3
자,책,12
자,객,4
자,갤,1
자,갸,1
자,거,4
자,겁,3
자,겟,1
자,견,4
자,곽,1
자,굇,1
자,굿,1
자,궤,2
자,귓,1
자,긋,6
자,긍,5
자,깔,6
자,깝,2
자,깨,1
자,껴,1
자,끔,7
자,남,2
자,냥,2
자,넨,1
자,념,2
자,눈,1
자,늑,4
자,는,4
자,닝,5
자,닥,4
자,달,2
자,담,2
자,답,4
자,당,3
자,댕,1
자,댜,1
자,덕,1
자,독,2
자,디,2
자,따,1
자,랏,1
자,략,1
자,뢰,2
자,룩,1
자,룹,1
자,류,13
자,륜,2
자,를,1
자,릉,1
자,림,1
자,링,1
자,만,9
자,말,3
자,맞,2
자,멘,1
자,면,1
자,멸,6
자,목,5
자,몽,2
자,묘,1
자,묵,1
자,뭇,2
자,뭏,2
자,므,1
자,민,3
자,번,3
자,벨,1
자,봄,1
자,북,2
자,빨,1
자,뼈,2
자,뿌,4
자,섬,1
자,송,2
자,숙,4
자,순,2
자,숫,1
자,슬,1
자,습,9
자,싯,1
자,싱,1
자,암,2
자,액,3
자,양,9
자,억,2
자,언,2
자,업,5
자,여,4
자,열,3
자,옥,6
자,올,2
자,옹,1
자,완,1
자,왈,1
자,욕,1
자,울,7
자,월,2
자,융,1
자,을,1
자,응,1
자,익,3
자,골,1
자,잔,1
자,잘,6
자,죄,1
자,즌,1
자,즙,1
자,짓,2
자,짠,2
자,쪽,1
자,찬,5
자,챔,1
자,쳐,1
자,친,1
자,칫,8
자,카,8
자,켓,1
자,켜,1
자,쿠,1
자,킨,1
자,탁,2
자,탑,1
자,태,1
자,터,1
자,테,1
자,토,3
자,퇴,3
자,트,2
자,평,2
자,폭,6
자,품,1
자,할,2
자,홀,2
자,황,4
자,획,2
자,횡,2
자,훈,2
자,훼,2
자,휘,1
자,휼,4
자,흔,1
자,흘,1
자,띠,1
자,묶,1
자,쌍,3
자,악,1
자,룡,1
자,앙,2
자,닭,1
자,쇠,1
자,젖,1
자,짐,1
자,혁,1
자,잠,1
자,첨,1
자,찜,1
자,겹,1
자,역,1
자,팔,1
자,땜,1
자,줄,1
자,즈,1
자,몸,1
자,쁠,1
자,쌀,1
자,받,1
자,뽐,1
편,<EOS>,681
편,집,56
편,물,27
편,차,32
편,의,32
편,형,4
편,수,19
편,암,15
편,마,11
편,모,37
편,도,34
편,육,8
편,렬,1
편,익,5
편,성,37
편,사,20
편,지,38
편,시,5
편,위,5
편,대,14
편,통,4
편,조,9
편,찬,11
편,환,2
편,법,3
편,각,8
편,재,10
편,람,7
편,네,1
편,팅,1
편,광,24
편,서,4
편,소,3
편,포,10
편,꽃,2
편,경,3
편,공,1
편,짝,1
편,쪽,1
편,하,4
편,민,3
편,곤,3
편,초,2
편,야,2
편,자,7
편,문,3
편,가,1
편,기,4
편,무,7
편,스,2
편,충,6
편,식,4
편,인,2
편,적,5
편,타,2
편,화,3
편,살,1
편,평,17
편,병,3
편,리,8
편,부,3
편,정,3
편,복,6
편,종,2
편,몽,1
편,년,6
편,망,7
편,파,8
편,담,3
편,열,1
편,석,3
편,능,1
편,금,2
편,누,1
편,동,2
편,견,2
편,취,5
편,섬,1
편,극,8
편,주,3
편,고,3
편,천,1
편,중,4
편,이,5
편,향,15
편,제,5
편,잡,2
편,률,1
편,찻,2
편,일,2
편,월,2
편,직,10
편,간,2
편,감,1
편,갑,1
편,강,1
편,거,1
편,격,1
편,계,1
편,곡,3
편,관,2
편,교,1
편,구,2
편,국,1
편,굴,2
편,근,3
편,급,3
편,녕,2
편,뇌,1
편,단,4
편,달,2
편,답,2
편,당,4
편,독,2
편,두,4
편,락,2
편,력,3
편,련,2
편,로,1
편,론,2
편,루,2
편,류,7
편,린,1
편,립,1
편,만,2
편,말,1
편,면,2
편,목,1
편,미,6
편,반,1
편,발,1
편,방,1
편,배,2
편,백,1
편,번,1
편,벌,3
편,범,1
편,벽,5
편,비,2
편,빙,1
편,삭,2
편,산,4
편,삼,1
편,상,5
편,색,1
편,선,1
편,세,1
편,순,2
편,술,3
편,습,2
편,승,2
편,신,2
편,심,9
편,십,1
편,싸,4
편,쌈,6
편,쑤,1
편,씨,1
편,안,4
편,애,4
편,증,5
편,액,1
편,어,1
편,언,7
편,역,2
편,연,2
편,영,2
편,오,3
편,외,1
편,운,1
편,율,1
편,입,6
편,작,2
편,장,1
편,저,2
편,전,3
편,절,1
편,족,1
편,좌,4
편,죽,1
편,즙,1
편,질,1
편,찮,2
편,책,1
편,철,3
편,청,2
편,추,1
편,축,2
편,측,3
편,친,2
편,침,1
편,태,1
편,토,1
편,페,1
편,편,9
편,폐,3
편,폭,1
편,한,1
편,행,2
편,협,4
편,호,3
편,혹,3
편,히,2
편,악,1
편,없,1
분,동,8
분,묘,7
분,수,83
분,<EOS>,1410
분,석,317
분,할,68
분,유,9
분,배,61
분,만,27
분,가,6
분,다,5
분,데,2
분,지,96
분,하,26
분,사,39
분,해,118
분,출,17
분,리,96
분,자,229
분,취,20
분,무,29
분,포,83
분,산,49
분,면,11
분,의,20
분,한,4
분,립,13
분,투,14
분,광,77
분,국,3
분,열,77
분,청,10
분,공,10
분,진,7
분,서,11
분,거,11
분,노,10
분,쇄,42
분,개,11
분,화,49
분,형,8
분,기,36
분,견,6
분,쟁,15
분,급,17
분,황,8
분,별,28
분,류,56
분,고,4
분,댕,1
분,성,6
분,스,4
분,렬,13
분,모,10
분,집,5
분,율,7
분,양,11
분,일,6
분,권,19
분,상,11
분,관,6
분,제,5
분,합,17
분,갈,2
분,닻,1
분,대,19
분,뎅,1
분,부,10
분,원,6
분,적,10
분,증,6
분,총,2
분,함,1
분,틀,3
분,통,5
분,업,23
분,담,8
분,계,7
분,필,7
분,절,13
분,간,7
분,종,5
분,꺼,2
분,홍,36
분,나,5
분,이,5
분,작,10
분,치,5
분,분,10
분,털,2
분,축,4
분,비,52
분,너,3
분,법,10
분,위,14
분,규,4
분,야,5
분,주,29
분,장,19
분,조,8
분,세,3
분,재,5
분,철,8
분,어,4
분,경,3
분,당,6
분,문,8
분,되,1
분,명,15
분,로,5
분,소,10
분,쉼,1
분,단,22
분,률,2
분,여,9
분,얼,6
분,학,2
분,곁,1
분,탄,8
분,식,10
분,군,5
분,망,4
분,흥,3
분,방,7
분,색,11
분,체,10
분,각,1
분,감,2
분,갑,1
분,검,1
분,겁,2
분,격,3
분,결,2
분,곡,2
분,골,8
분,과,7
분,괴,4
분,교,2
분,구,7
분,굴,1
분,궤,4
분,극,19
분,근,3
분,금,3
분,깃,2
분,꽃,4
분,납,2
분,내,2
분,네,1
분,뇨,4
분,닉,1
분,답,3
분,도,8
분,독,2
분,돈,4
분,돋,1
분,두,2
분,등,5
분,디,5
분,떡,1
분,락,4
분,란,3
분,략,2
분,량,1
분,려,2
분,력,4
분,령,2
분,룡,1
분,루,1
분,마,6
분,막,2
분,말,17
분,매,4
분,맥,1
분,멸,3
분,몌,2
분,목,1
분,묵,1
분,미,1
분,밀,1
분,박,2
분,반,2
분,발,3
분,백,6
분,벽,2
분,변,3
분,병,1
분,보,1
분,복,2
분,본,1
분,봉,2
분,초,2
분,붕,2
분,살,2
분,새,1
분,생,4
분,선,4
분,설,3
분,속,3
분,손,1
분,숙,2
분,순,4
분,습,1
분,승,3
분,시,5
분,신,14
분,실,9
분,심,2
분,아,4
분,암,1
분,압,2
분,액,5
분,약,2
분,에,2
분,연,3
분,엽,2
분,영,1
분,오,5
분,완,2
분,왕,2
분,외,1
분,요,3
분,용,3
분,우,2
분,운,2
분,울,2
분,웅,2
분,육,3
분,은,1
분,음,3
분,응,1
분,익,5
분,임,3
분,잡,5
분,잿,1
분,저,2
분,전,11
분,점,6
분,접,2
분,정,3
분,젠,7
분,좌,4
분,죽,1
분,즙,1
분,질,6
분,징,3
분,차,5
분,착,2
분,찬,4
분,창,2
분,채,3
분,책,3
분,천,3
분,첩,3
분,촌,1
분,추,2
분,충,2
분,층,4
분,칠,4
분,침,1
분,칭,1
분,콕,1
분,크,1
분,탁,1
분,탕,5
분,토,4
분,퇴,1
분,트,2
분,파,7
분,판,4
분,패,3
분,표,3
분,풀,2
분,피,2
분,핫,1
분,향,10
분,헌,2
분,호,3
분,활,1
분,회,2
분,획,5
분,효,2
분,후,1
분,훤,2
분,훼,2
분,휘,2
분,강,1
분,듯,1
분,휴,3
분,탐,1
분,준,1
분,낙,1
분,족,1
분,껏,1
분,닥,7
분,참,1
분,버,1
분,히,4
분,덕,7
분,혜,1
분,처,2
분,허,1
분,난,1
분,누,2
동,<EOS>,3826
동,제,13
동,자,127
동,가,43
동,감,5
동,단,10
동,대,28
동,도,23
동,무,35
동,보,16
동,성,63
동,이,95
동,일,39
동,질,23
동,철,3
동,요,12
동,낭,2
동,지,69
동,차,78
동,기,216
동,맥,155
동,물,332
동,장,16
동,체,54
동,수,15
동,발,57
동,격,10
동,량,14
동,간,2
동,태,25
동,엑,4
동,작,64
동,어,10
동,적,32
동,법,12
동,산,61
동,력,95
동,강,22
동,선,29
동,역,12
동,나,4
동,편,8
동,개,17
동,사,89
동,그,30
동,궤,5
동,문,28
동,맹,137
동,원,43
동,반,26
동,굴,31
동,색,8
동,정,50
동,화,88
동,년,8
동,향,16
동,의,43
동,백,27
동,학,32
동,서,36
동,환,7
동,로,5
동,연,6
동,방,41
동,구,22
동,다,5
동,털,1
동,부,32
동,갑,21
동,당,28
동,품,5
동,조,85
동,망,2
동,봉,4
동,빛,1
동,소,15
동,유,13
동,축,9
동,코,2
동,콤,1
동,폰,2
동,운,8
동,남,25
동,생,38
동,률,4
동,북,17
동,삼,7
동,해,17
동,회,8
동,약,10
동,식,26
동,티,4
동,승,8
동,명,19
동,거,21
동,절,4
동,데,1
동,동,24
동,치,19
동,농,6
동,진,7
동,냥,29
동,딸,3
동,아,34
동,족,20
동,안,19
동,풍,12
동,토,10
동,접,4
동,랭,2
동,권,8
동,모,15
동,비,7
동,술,1
동,인,27
동,초,8
동,네,22
동,래,17
동,론,7
동,글,25
동,심,24
동,저,6
동,깐,1
동,깡,1
동,상,24
동,희,1
동,경,29
동,관,9
동,등,10
동,석,6
동,애,9
동,셰,2
동,댕,3
동,헌,3
동,내,8
동,과,8
동,전,13
동,충,3
동,락,19
동,우,6
동,계,18
동,궁,10
동,미,4
동,려,3
동,형,25
동,고,37
동,불,2
동,길,1
동,병,6
동,벌,6
동,패,7
동,중,9
동,란,6
동,설,4
동,능,5
동,임,4
동,실,11
동,뚝,7
동,각,1
동,갈,20
동,갱,2
동,건,3
동,검,3
동,겨,1
동,견,1
동,결,28
동,곡,1
동,골,3
동,곳,4
동,공,19
동,곽,1
동,광,9
동,교,7
동,국,25
동,군,9
동,굽,1
동,굿,2
동,궐,2
동,귀,12
동,규,7
동,균,2
동,귤,1
동,극,1
동,근,5
동,금,3
동,급,3
동,긋,3
동,난,2
동,녀,4
동,납,1
동,넌,1
동,넝,1
동,넷,1
동,녕,7
동,뇌,1
동,눅,1
동,니,1
동,달,3
동,답,3
동,덕,1
동,독,2
동,촉,4
동,두,6
동,딩,1
동,떨,1
동,떼,2
동,띄,1
동,띠,1
동,라,1
동,람,1
동,랍,1
동,랑,1
동,련,2
동,렬,3
동,렴,1
동,령,4
동,례,1
동,록,2
동,뢰,4
동,료,3
동,룡,1
동,루,1
동,류,11
동,륜,3
동,릉,1
동,리,10
동,린,1
동,림,3
동,마,4
동,막,3
동,만,1
동,맞,1
동,메,2
동,면,9
동,목,1
동,몽,6
동,묘,1
동,종,22
동,민,2
동,바,3
동,박,7
동,배,7
동,번,1
동,범,2
동,벽,2
동,변,4
동,복,9
동,본,2
동,분,11
동,붕,1
동,빙,4
동,빼,1
동,삭,2
동,살,2
동,새,2
동,섬,1
동,세,2
동,속,1
동,손,2
동,솔,4
동,송,1
동,숙,5
동,순,5
동,숭,1
동,슬,1
동,시,52
동,신,7
동,악,3
동,암,1
동,압,3
동,앗,1
동,액,1
동,야,6
동,양,32
동,언,2
동,업,5
동,에,2
동,여,7
동,열,2
동,영,8
동,예,2
동,오,6
동,온,3
동,옷,2
동,와,1
동,왕,1
동,왜,1
동,외,1
동,용,5
동,월,1
동,위,30
동,음,15
동,읍,1
동,잔,1
동,잠,1
동,재,7
동,점,4
동,졍,1
동,존,2
동,좌,2
동,죄,2
동,주,16
동,죽,3
동,준,3
동,줄,1
동,직,4
동,집,2
동,짓,3
동,징,1
동,쪽,1
동,쭐,1
동,착,2
동,참,7
동,창,7
동,채,5
동,챗,1
동,처,2
동,척,1
동,천,9
동,첩,5
동,청,5
동,촌,1
동,총,3
동,추,6
동,취,3
동,측,3
동,칙,1
동,침,6
동,카,2
동,칼,1
동,키,3
동,타,1
동,탁,2
동,탄,1
동,탑,2
동,탕,2
동,탯,1
동,테,1
동,통,6
동,퇴,5
동,투,1
동,트,1
동,틀,3
동,파,8
동,판,20
동,팔,2
동,페,3
동,평,1
동,폐,1
동,포,14
동,표,3
동,프,1
동,필,1
동,하,20
동,한,6
동,합,2
동,항,1
동,행,19
동,현,3
동,혈,7
동,협,2
동,호,11
동,혼,3
동,홍,1
동,황,1
동,홰,1
동,획,1
동,효,1
동,휴,2
동,힌,1
동,말,2
동,곁,2
동,되,2
동,블,1
동,윤,1
동,짐,2
동,함,3
동,증,10
동,쟁,1
동,은,2
동,층,3
동,완,3
동,머,1
동,별,1
동,쌓,1
동,춤,1
동,흐,3
동,알,1
동,첨,2
동,히,2
동,잎,1
동,깨,2
동,념,2
동,엽,1
동,쌍,1
동,육,1
동,씨,1
동,쇄,1
동,콘,1
동,객,1
동,긴,1
동,템,1
동,쳐,1
동,휘,1
동,밥,1
동,뷰,1
동,입,2
동,피,1
동,흘,1
동,율,1
동,매,1
동,풀,1
동,염,1
동,잃,1
묘,<EOS>,354
묘,사,44
묘,법,7
묘,지,17
묘,명,4
묘,묘,5
묘,제,2
묘,상,3
묘,소,4
묘,각,2
묘,망,3
묘,하,5
묘,히,1
묘,조,2
묘,포,4
묘,간,2
묘,갈,2
묘,견,1
묘,경,1
묘,계,3
묘,고,1
묘,곡,1
묘,공,1
묘,과,1
묘,관,3
묘,광,2
묘,교,1
묘,구,4
묘,궁,1
묘,근,1
묘,기,5
묘,길,1
묘,녀,1
묘,년,2
묘,노,2
묘,단,1
묘,답,1
묘,당,4
묘,대,3
묘,덕,1
묘,도,2
묘,두,3
묘,득,2
묘,랑,1
묘,략,1
묘,려,2
묘,령,1
묘,론,1
묘,리,1
묘,막,2
묘,만,2
묘,말,1
묘,맥,1
묘,모,1
묘,목,4
묘,무,1
묘,문,1
묘,미,1
묘,박,4
묘,방,1
묘,배,1
묘,복,3
묘,비,2
묘,삭,1
묘,산,1
묘,삼,1
묘,생,1
묘,서,1
묘,석,1
묘,선,2
묘,설,1
묘,성,2
묘,쇄,6
묘,수,2
묘,술,1
묘,시,3
묘,식,2
묘,신,1
묘,실,1
묘,아,4
묘,악,1
묘,안,3
묘,알,2
묘,액,1
묘,약,1
묘,엄,1
묘,역,1
묘,연,3
묘,염,1
묘,예,1
묘,오,1
묘,완,1
묘,용,2
묘,우,1
묘,운,2
묘,원,3
묘,월,1
묘,위,1
묘,유,4
묘,윤,1
묘,음,5
묘,의,1
묘,일,2
묘,입,2
묘,자,1
묘,재,2
묘,저,1
묘,적,2
묘,전,2
묘,절,2
묘,정,4
묘,족,2
묘,종,2
묘,좌,1
묘,주,1
묘,준,6
묘,직,1
묘,진,1
묘,창,1
묘,책,1
묘,처,1
묘,천,3
묘,청,2
묘,체,1
묘,초,1
묘,촌,1
묘,추,1
묘,축,1
묘,출,3
묘,취,1
묘,탑,3
묘,태,1
묘,파,2
묘,판,2
묘,패,1
묘,표,1
묘,품,1
묘,필,1
묘,항,1
묘,행,1
묘,향,3
묘,현,1
묘,혈,1
묘,호,3
묘,홀,1
묘,화,3
묘,회,1
묘,획,1
묘,휘,1
묘,군,1
묘,인,1
묘,불,2
묘,심,1
묘,스,1
묘,발,1
묘,거,1
수,<EOS>,5954
수,성,85
수,요,45
수,용,79
수,준,44
수,표,61
수,입,140
수,지,220
수,출,132
수,리,189
수,공,35
수,염,160
수,레,84
수,력,46
수,확,36
수,기,72
수,정,139
수,프,7
수,로,73
수,합,10
수,업,38
수,금,15
수,분,27
수,소,237
수,알,3
수,중,75
수,평,118
수,자,55
수,형,33
수,식,43
수,관,29
수,당,29
수,익,52
수,초,7
수,꽃,8
수,사,70
수,색,33
수,렴,24
수,도,88
수,련,19
수,세,43
수,생,19
수,양,39
수,인,28
수,다,41
수,록,12
수,법,39
수,열,25
수,하,29
수,통,10
수,월,27
수,꾸,6
수,참,9
수,죄,8
수,면,45
수,술,73
수,일,10
수,매,20
수,렬,7
수,나,24
수,끼,4
수,작,36
수,제,33
수,족,19
수,송,100
수,그,17
수,물,29
수,불,25
수,짐,2
수,가,18
수,경,28
수,례,4
수,의,48
수,취,19
수,수,143
수,단,52
수,두,21
수,시,32
수,눅,4
수,습,32
수,청,16
수,틀,5
수,삼,4
수,화,63
수,막,25
수,범,10
수,상,59
수,철,24
수,필,13
수,위,33
수,신,67
수,영,34
수,모,34
수,야,2
수,역,39
수,첩,14
수,학,58
수,방,10
수,재,14
수,량,46
수,조,26
수,절,11
수,놓,2
수,채,18
수,이,28
수,체,36
수,선,55
수,함,13
수,률,8
수,율,4
수,은,111
수,욕,15
수,액,6
수,점,15
수,류,23
수,유,26
수,박,21
수,혈,18
수,해,9
수,뢰,29
수,미,22
수,탁,18
수,달,8
수,래,2
수,거,16
수,륙,38
수,병,9
수,문,72
수,종,39
수,차,35
수,명,21
수,강,20
수,교,18
수,놀,2
수,접,3
수,응,4
수,회,10
수,복,15
수,되,1
수,반,21
수,훈,5
수,권,31
수,떡,2
수,말,8
수,발,9
수,배,11
수,오,9
수,주,18
수,집,26
수,설,15
수,여,7
수,장,32
수,품,3
수,칙,4
수,웨,3
수,골,6
수,찬,7
수,축,52
수,읏,1
수,현,2
수,고,24
수,어,22
수,육,3
수,구,50
수,행,26
수,직,104
수,봉,6
수,약,5
수,부,26
수,론,12
수,바,13
수,근,9
수,동,41
수,령,26
수,민,5
수,온,6
수,증,19
수,항,4
수,홍,2
수,흥,1
수,룸,5
수,연,19
수,국,10
수,렝,2
수,라,32
수,받,3
수,림,13
수,외,4
수,괴,8
수,스,17
수,룩,17
수,목,18
수,저,15
수,산,121
수,능,3
수,트,5
수,건,40
수,결,8
수,굿,16
수,판,9
수,룽,2
수,란,14
수,갈,2
수,흘,3
수,깨,3
수,찰,3
수,풀,14
수,질,12
수,대,23
수,베,3
수,손,3
수,압,29
수,적,22
수,립,6
수,좌,5
수,탕,4
수,캐,3
수,군,42
수,계,22
수,아,15
수,운,11
수,속,10
수,료,20
수,백,6
수,에,10
수,음,8
수,포,16
수,치,29
수,갑,5
수,덕,15
수,쇄,5
수,별,3
수,몹,1
수,뽐,4
수,마,12
수,밍,1
수,예,4
수,걸,5
수,겸,1
수,궤,1
수,잡,3
수,책,3
수,척,3
수,폭,2
수,전,25
수,피,6
수,원,25
수,특,4
수,감,18
수,돈,4
수,간,11
수,석,9
수,광,5
수,활,3
수,완,3
수,륨,1
수,비,37
수,난,20
수,륜,5
수,심,22
수,엽,4
수,무,14
수,더,5
수,쇠,5
수,갱,7
수,죽,3
수,층,4
수,망,6
수,태,13
수,촌,3
수,빈,3
수,희,4
수,랄,2
수,겁,1
수,려,8
수,름,1
수,콘,2
수,톨,3
수,춘,3
수,패,2
수,둑,3
수,호,37
수,몰,4
수,콩,1
수,뚝,1
수,한,6
수,내,3
수,엘,2
수,밥,1
수,락,7
수,왜,1
수,타,4
수,토,9
수,애,2
수,까,3
수,깔,1
수,따,1
수,때,4
수,잠,5
수,없,5
수,추,2
수,버,2
수,년,7
수,귤,1
수,만,9
수,뇌,6
수,느,1
수,진,13
수,급,11
수,천,12
수,털,5
수,궁,10
수,곽,2
수,숫,12
수,파,13
수,번,3
수,창,4
수,쟁,1
수,승,3
수,곡,7
수,본,2
수,침,8
수,칸,1
수,펑,2
수,각,6
수,개,4
수,객,1
수,걱,2
수,검,4
수,격,5
수,견,5
수,곤,2
수,과,3
수,괄,2
수,괘,1
수,굴,9
수,굼,1
수,궐,1
수,귀,1
수,규,1
수,균,1
수,극,1
수,글,1
수,긋,6
수,긍,3
수,긔,1
수,긱,2
수,긴,1
수,깃,2
수,깐,1
수,깽,3
수,꺼,1
수,껑,1
수,꿀,2
수,끽,2
수,낙,1
수,날,1
수,납,9
수,낭,2
수,냇,1
수,냉,1
수,넘,1
수,녀,3
수,념,2
수,녕,1
수,노,2
수,뇨,1
수,누,3
수,눌,1
수,늙,1
수,니,1
수,담,3
수,답,4
수,닷,1
수,데,1
수,돌,2
수,돗,2
수,둠,1
수,드,2
수,득,12
수,실,7
수,들,4
수,땅,2
수,땜,1
수,땽,1
수,뗑,1
수,띠,2
수,람,2
수,랍,2
수,랑,6
수,랭,10
수,럭,6
수,런,7
수,렁,9
수,렛,2
수,렵,19
수,롱,1
수,룡,5
수,루,3
수,뤼,2
수,르,5
수,륵,1
수,릉,4
수,릿,3
수,많,1
수,맥,1
수,머,1
수,멍,4
수,메,5
수,몽,1
수,묘,5
수,묵,4
수,뭇,1
수,뮈,1
수,밀,8
수,벌,2
수,벼,1
수,벽,2
수,변,5
